scene,name,repetition,new_token,reference_token,new_ns,reference_ns,campaign,comparison,new_high_load,new_unknown_load,reference_high_load,reference_unknown_load
24,mixed_last_129_273,8,measured/8/24/1/dag_inline,measured/8/24/3/dag_ready,1951661875,1927492916,diagnosis,dag_inline/dag_ready,True,True,True,True
24,mixed_last_129_273,9,measured/9/24/3/dag_inline,measured/9/24/4/dag_ready,2284445708,1917958667,diagnosis,dag_inline/dag_ready,True,True,True,True
24,mixed_last_129_273,10,measured/10/24/4/dag_inline,measured/10/24/2/dag_ready,2001275083,2006849292,diagnosis,dag_inline/dag_ready,True,True,True,False
24,mixed_last_129_273,11,measured/11/24/2/dag_inline,measured/11/24/0/dag_ready,1965552625,1944378666,diagnosis,dag_inline/dag_ready,True,True,True,True
35,alternating_thresholds_n128,2,measured/2/35/4/dag_inline,measured/2/35/3/dag_ready,1832848875,1886671125,diagnosis,dag_inline/dag_ready,True,True,True,True
35,alternating_thresholds_n128,3,measured/3/35/3/dag_inline,measured/3/35/1/dag_ready,1911539792,2003423833,diagnosis,dag_inline/dag_ready,True,True,True,True
35,alternating_thresholds_n128,4,measured/4/35/1/dag_inline,measured/4/35/0/dag_ready,1842817667,1892788125,diagnosis,dag_inline/dag_ready,True,True,True,True
35,alternating_thresholds_n128,5,measured/5/35/0/dag_inline,measured/5/35/2/dag_ready,1869676125,1833136083,diagnosis,dag_inline/dag_ready,True,False,True,False
35,alternating_thresholds_n128,6,measured/6/35/2/dag_inline,measured/6/35/4/dag_ready,1847114167,1843000000,diagnosis,dag_inline/dag_ready,True,False,True,True
35,alternating_thresholds_n128,7,measured/7/35/0/dag_inline,measured/7/35/1/dag_ready,1940524042,1903226042,diagnosis,dag_inline/dag_ready,True,True,True,True
35,alternating_thresholds_n128,8,measured/8/35/1/dag_inline,measured/8/35/3/dag_ready,2072727000,1868468958,diagnosis,dag_inline/dag_ready,True,True,True,True
35,alternating_thresholds_n128,9,measured/9/35/3/dag_inline,measured/9/35/4/dag_ready,2019463833,1912572375,diagnosis,dag_inline/dag_ready,True,True,True,True
35,alternating_thresholds_n128,10,measured/10/35/4/dag_inline,measured/10/35/2/dag_ready,1982328708,1964694667,diagnosis,dag_inline/dag_ready,True,True,True,True
35,alternating_thresholds_n128,11,measured/11/35/2/dag_inline,measured/11/35/0/dag_ready,1949009334,1925792708,diagnosis,dag_inline/dag_ready,True,True,True,True
38,threshold_blocks_n128,2,measured/2/38/4/dag_inline,measured/2/38/3/dag_ready,1863066750,1860563500,diagnosis,dag_inline/dag_ready,True,True,True,False
38,threshold_blocks_n128,3,measured/3/38/3/dag_inline,measured/3/38/1/dag_ready,1841673625,1883378417,diagnosis,dag_inline/dag_ready,True,True,True,True
38,threshold_blocks_n128,4,measured/4/38/1/dag_inline,measured/4/38/0/dag_ready,1867137042,1839557417,diagnosis,dag_inline/dag_ready,True,True,True,True
38,threshold_blocks_n128,5,measured/5/38/0/dag_inline,measured/5/38/2/dag_ready,1858561042,2093901333,diagnosis,dag_inline/dag_ready,True,True,True,True
38,threshold_blocks_n128,6,measured/6/38/2/dag_inline,measured/6/38/4/dag_ready,1804674500,1797150458,diagnosis,dag_inline/dag_ready,True,False,True,False
38,threshold_blocks_n128,7,measured/7/38/0/dag_inline,measured/7/38/1/dag_ready,1913317125,1972962542,diagnosis,dag_inline/dag_ready,True,True,True,True
38,threshold_blocks_n128,8,measured/8/38/1/dag_inline,measured/8/38/3/dag_ready,1988722625,1891596792,diagnosis,dag_inline/dag_ready,True,False,True,True
38,threshold_blocks_n128,9,measured/9/38/3/dag_inline,measured/9/38/4/dag_ready,1867451458,2050188000,diagnosis,dag_inline/dag_ready,True,False,True,True
38,threshold_blocks_n128,10,measured/10/38/4/dag_inline,measured/10/38/2/dag_ready,1913580416,1931890959,diagnosis,dag_inline/dag_ready,True,False,True,True
38,threshold_blocks_n128,11,measured/11/38/2/dag_inline,measured/11/38/0/dag_ready,2017303750,1926729667,diagnosis,dag_inline/dag_ready,True,True,True,True
39,heterogeneous_thresholds_n128,2,measured/2/39/4/dag_inline,measured/2/39/3/dag_ready,1876938875,1890934375,diagnosis,dag_inline/dag_ready,True,True,True,True
39,heterogeneous_thresholds_n128,3,measured/3/39/3/dag_inline,measured/3/39/1/dag_ready,1931327333,1906453834,diagnosis,dag_inline/dag_ready,True,True,True,False
39,heterogeneous_thresholds_n128,4,measured/4/39/1/dag_inline,measured/4/39/0/dag_ready,1906551708,1984728000,diagnosis,dag_inline/dag_ready,True,False,True,False
39,heterogeneous_thresholds_n128,5,measured/5/39/0/dag_inline,measured/5/39/2/dag_ready,2105877500,1897636542,diagnosis,dag_inline/dag_ready,True,True,True,True
39,heterogeneous_thresholds_n128,6,measured/6/39/2/dag_inline,measured/6/39/4/dag_ready,1981184833,1932997083,diagnosis,dag_inline/dag_ready,True,True,True,True
39,heterogeneous_thresholds_n128,7,measured/7/39/0/dag_inline,measured/7/39/1/dag_ready,1892031500,1856376416,diagnosis,dag_inline/dag_ready,True,True,True,True
39,heterogeneous_thresholds_n128,8,measured/8/39/1/dag_inline,measured/8/39/3/dag_ready,1990669459,1969001459,diagnosis,dag_inline/dag_ready,True,True,True,True
39,heterogeneous_thresholds_n128,9,measured/9/39/3/dag_inline,measured/9/39/4/dag_ready,1989058208,2046548458,diagnosis,dag_inline/dag_ready,True,True,True,True
39,heterogeneous_thresholds_n128,10,measured/10/39/4/dag_inline,measured/10/39/2/dag_ready,2022591042,1941484459,diagnosis,dag_inline/dag_ready,True,True,True,False
39,heterogeneous_thresholds_n128,11,measured/11/39/2/dag_inline,measured/11/39/0/dag_ready,1993248625,2045557542,diagnosis,dag_inline/dag_ready,True,True,True,False
13,general_last_128_273,2,measured/2/13/2/dag_guarded,measured/2/13/3/dag_ready,2137884083,1999283250,diagnosis,dag_guarded/dag_ready,True,True,True,True
13,general_last_128_273,3,measured/3/13/4/dag_guarded,measured/3/13/1/dag_ready,1829715084,1859755500,diagnosis,dag_guarded/dag_ready,True,False,True,True
13,general_last_128_273,4,measured/4/13/3/dag_guarded,measured/4/13/0/dag_ready,1835848000,1844941833,diagnosis,dag_guarded/dag_ready,True,False,True,False
13,general_last_128_273,5,measured/5/13/1/dag_guarded,measured/5/13/2/dag_ready,1882364791,1859359042,diagnosis,dag_guarded/dag_ready,True,False,True,False
13,general_last_128_273,6,measured/6/13/0/dag_guarded,measured/6/13/4/dag_ready,1844247000,1849815667,diagnosis,dag_guarded/dag_ready,True,False,True,True
13,general_last_128_273,7,measured/7/13/2/dag_guarded,measured/7/13/1/dag_ready,1865434625,1912762792,diagnosis,dag_guarded/dag_ready,True,False,True,False
13,general_last_128_273,8,measured/8/13/0/dag_guarded,measured/8/13/3/dag_ready,1960943708,1861603125,diagnosis,dag_guarded/dag_ready,True,True,True,False
13,general_last_128_273,9,measured/9/13/1/dag_guarded,measured/9/13/4/dag_ready,1993498792,1969123416,diagnosis,dag_guarded/dag_ready,True,True,True,False
13,general_last_128_273,10,measured/10/13/3/dag_guarded,measured/10/13/2/dag_ready,1969973583,1990508041,diagnosis,dag_guarded/dag_ready,True,True,True,True
13,general_last_128_273,11,measured/11/13/4/dag_guarded,measured/11/13/0/dag_ready,1907666541,1852450625,diagnosis,dag_guarded/dag_ready,True,True,True,True
24,mixed_last_129_273,2,measured/2/24/2/dag_guarded,measured/2/24/3/dag_ready,2023899292,1929596375,diagnosis,dag_guarded/dag_ready,True,True,True,True
24,mixed_last_129_273,3,measured/3/24/4/dag_guarded,measured/3/24/1/dag_ready,2259746208,1927765333,diagnosis,dag_guarded/dag_ready,True,True,True,False
24,mixed_last_129_273,4,measured/4/24/3/dag_guarded,measured/4/24/0/dag_ready,1860896750,1884374584,diagnosis,dag_guarded/dag_ready,True,True,True,True
24,mixed_last_129_273,5,measured/5/24/1/dag_guarded,measured/5/24/2/dag_ready,1880586709,1946843375,diagnosis,dag_guarded/dag_ready,True,False,True,True
24,mixed_last_129_273,6,measured/6/24/0/dag_guarded,measured/6/24/4/dag_ready,2036223625,1888832792,diagnosis,dag_guarded/dag_ready,True,True,True,True
24,mixed_last_129_273,7,measured/7/24/2/dag_guarded,measured/7/24/1/dag_ready,1972557416,1951360167,diagnosis,dag_guarded/dag_ready,True,True,True,True
24,mixed_last_129_273,8,measured/8/24/0/dag_guarded,measured/8/24/3/dag_ready,1976440208,1927492916,diagnosis,dag_guarded/dag_ready,True,True,True,True
24,mixed_last_129_273,9,measured/9/24/1/dag_guarded,measured/9/24/4/dag_ready,1960544000,1917958667,diagnosis,dag_guarded/dag_ready,True,False,True,True
24,mixed_last_129_273,10,measured/10/24/3/dag_guarded,measured/10/24/2/dag_ready,1935391000,2006849292,diagnosis,dag_guarded/dag_ready,True,True,True,False
24,mixed_last_129_273,11,measured/11/24/4/dag_guarded,measured/11/24/0/dag_ready,2036768667,1944378666,diagnosis,dag_guarded/dag_ready,True,True,True,True
35,alternating_thresholds_n128,2,measured/2/35/2/dag_guarded,measured/2/35/3/dag_ready,1889655458,1886671125,diagnosis,dag_guarded/dag_ready,True,True,True,True
35,alternating_thresholds_n128,3,measured/3/35/4/dag_guarded,measured/3/35/1/dag_ready,1851352125,2003423833,diagnosis,dag_guarded/dag_ready,True,True,True,True
35,alternating_thresholds_n128,4,measured/4/35/3/dag_guarded,measured/4/35/0/dag_ready,1917602375,1892788125,diagnosis,dag_guarded/dag_ready,True,False,True,True
35,alternating_thresholds_n128,5,measured/5/35/1/dag_guarded,measured/5/35/2/dag_ready,1833623208,1833136083,diagnosis,dag_guarded/dag_ready,True,False,True,False
35,alternating_thresholds_n128,6,measured/6/35/0/dag_guarded,measured/6/35/4/dag_ready,1889514334,1843000000,diagnosis,dag_guarded/dag_ready,True,False,True,True
35,alternating_thresholds_n128,7,measured/7/35/2/dag_guarded,measured/7/35/1/dag_ready,2023213583,1903226042,diagnosis,dag_guarded/dag_ready,True,True,True,True
35,alternating_thresholds_n128,8,measured/8/35/0/dag_guarded,measured/8/35/3/dag_ready,2015090208,1868468958,diagnosis,dag_guarded/dag_ready,True,True,True,True
35,alternating_thresholds_n128,9,measured/9/35/1/dag_guarded,measured/9/35/4/dag_ready,2419306750,1912572375,diagnosis,dag_guarded/dag_ready,True,True,True,True
35,alternating_thresholds_n128,10,measured/10/35/3/dag_guarded,measured/10/35/2/dag_ready,1920284875,1964694667,diagnosis,dag_guarded/dag_ready,True,True,True,True
35,alternating_thresholds_n128,11,measured/11/35/4/dag_guarded,measured/11/35/0/dag_ready,1871178458,1925792708,diagnosis,dag_guarded/dag_ready,True,True,True,True
38,threshold_blocks_n128,2,measured/2/38/2/dag_guarded,measured/2/38/3/dag_ready,1843595625,1860563500,diagnosis,dag_guarded/dag_ready,True,False,True,False
38,threshold_blocks_n128,3,measured/3/38/4/dag_guarded,measured/3/38/1/dag_ready,1868978625,1883378417,diagnosis,dag_guarded/dag_ready,True,True,True,True
38,threshold_blocks_n128,4,measured/4/38/3/dag_guarded,measured/4/38/0/dag_ready,2030149958,1839557417,diagnosis,dag_guarded/dag_ready,True,True,True,True
38,threshold_blocks_n128,5,measured/5/38/1/dag_guarded,measured/5/38/2/dag_ready,2147234917,2093901333,diagnosis,dag_guarded/dag_ready,True,False,True,True
38,threshold_blocks_n128,6,measured/6/38/0/dag_guarded,measured/6/38/4/dag_ready,1932090500,1797150458,diagnosis,dag_guarded/dag_ready,True,True,True,False
38,threshold_blocks_n128,7,measured/7/38/2/dag_guarded,measured/7/38/1/dag_ready,1922112041,1972962542,diagnosis,dag_guarded/dag_ready,True,True,True,True
38,threshold_blocks_n128,8,measured/8/38/0/dag_guarded,measured/8/38/3/dag_ready,1928886750,1891596792,diagnosis,dag_guarded/dag_ready,True,False,True,True
38,threshold_blocks_n128,9,measured/9/38/1/dag_guarded,measured/9/38/4/dag_ready,1900256958,2050188000,diagnosis,dag_guarded/dag_ready,True,True,True,True
38,threshold_blocks_n128,10,measured/10/38/3/dag_guarded,measured/10/38/2/dag_ready,1959785792,1931890959,diagnosis,dag_guarded/dag_ready,True,True,True,True
38,threshold_blocks_n128,11,measured/11/38/4/dag_guarded,measured/11/38/0/dag_ready,1932429166,1926729667,diagnosis,dag_guarded/dag_ready,True,False,True,True
39,heterogeneous_thresholds_n128,2,measured/2/39/2/dag_guarded,measured/2/39/3/dag_ready,1912673417,1890934375,diagnosis,dag_guarded/dag_ready,True,False,True,True
39,heterogeneous_thresholds_n128,3,measured/3/39/4/dag_guarded,measured/3/39/1/dag_ready,1879669875,1906453834,diagnosis,dag_guarded/dag_ready,True,True,True,False
39,heterogeneous_thresholds_n128,4,measured/4/39/3/dag_guarded,measured/4/39/0/dag_ready,1928087750,1984728000,diagnosis,dag_guarded/dag_ready,True,False,True,False
39,heterogeneous_thresholds_n128,5,measured/5/39/1/dag_guarded,measured/5/39/2/dag_ready,1888781542,1897636542,diagnosis,dag_guarded/dag_ready,True,True,True,True
39,heterogeneous_thresholds_n128,6,measured/6/39/0/dag_guarded,measured/6/39/4/dag_ready,2029246500,1932997083,diagnosis,dag_guarded/dag_ready,True,True,True,True
39,heterogeneous_thresholds_n128,7,measured/7/39/2/dag_guarded,measured/7/39/1/dag_ready,1928998208,1856376416,diagnosis,dag_guarded/dag_ready,True,True,True,True
39,heterogeneous_thresholds_n128,8,measured/8/39/0/dag_guarded,measured/8/39/3/dag_ready,2036243458,1969001459,diagnosis,dag_guarded/dag_ready,True,True,True,True
39,heterogeneous_thresholds_n128,9,measured/9/39/1/dag_guarded,measured/9/39/4/dag_ready,1945889209,2046548458,diagnosis,dag_guarded/dag_ready,True,True,True,True
39,heterogeneous_thresholds_n128,10,measured/10/39/3/dag_guarded,measured/10/39/2/dag_ready,1954129042,1941484459,diagnosis,dag_guarded/dag_ready,True,True,True,False
39,heterogeneous_thresholds_n128,11,measured/11/39/4/dag_guarded,measured/11/39/0/dag_ready,2035639500,2045557542,diagnosis,dag_guarded/dag_ready,True,True,True,False
